Vdark,Jdark,Vlight,Jlight
1.46,-1.49E-05,2.48,-12.066733
1.45,2.67E-05,2.475,-12.062749
1.44,-1.50E-05,2.47,-12.062749
1.43,2.44E-05,2.465,-12.062749
1.42,-1.46E-05,2.46,-12.064741
1.41,2.21E-05,2.455,-12.068726
1.4,-1.38E-05,2.45,-12.069721
1.39,1.95E-05,2.445,-12.067729
1.38,-1.26E-05,2.44,-12.068726
1.37,1.68E-05,2.435,-12.067729
1.36,-1.11E-05,2.43,-12.070718
1.35,1.39E-05,2.425,-12.069721
1.34,-9.37E-06,2.42,-12.065738
1.33,1.11E-05,2.415,-12.069721
1.32,4.19E-06,2.41,-12.072709
1.31,-1.95E-06,2.405,-12.071713
1.3,3.09E-06,2.4,-12.072709
1.29,4.28E-07,2.395,-12.073706
1.28,-5.68E-07,2.39,-12.075698
1.27,3.10E-06,2.385,-12.075698
1.26,-2.62E-06,2.38,-12.075698
1.25,3.02E-06,2.375,-12.076694
1.24,-1.05E-06,2.37,-12.082669
1.23,-4.04E-07,2.365,-12.081674
1.22,2.02E-06,2.36,-12.082669
1.21,-2.95E-06,2.355,-12.081674
1.2,2.87E-06,2.35,-12.079681
1.19,-2.30E-06,2.345,-12.077689
1.18,9.89E-08,2.34,-12.079681
1.17,9.34E-07,2.335,-12.082669
1.16,-2.90E-06,2.33,-12.081674
1.15,2.60E-06,2.325,-12.079681
1.14,-3.27E-06,2.32,-12.079681
1.13,7.73E-07,2.315,-12.079681
1.12,-2.11E-07,2.31,-12.076694
1.11,-2.53E-06,2.305,-12.074701
1.1,2.17E-06,2.3,-12.074701
1.09,-3.81E-06,2.295,-12.076694
1.08,1.45E-06,2.29,-12.078686
1.07,-1.34E-06,2.285,-12.079681
1.06,-1.99E-06,2.28,-12.079681
1.05,1.62E-06,2.275,-12.073706
1.04,-3.94E-06,2.27,-12.073706
1.03,1.94E-06,2.265,-12.075698
1.02,-2.35E-06,2.26,-12.076694
1.01,-1.25E-06,2.255,-12.073706
1,9.77E-07,2.25,-12.073706
0.99,-3.78E-06,2.245,-12.078686
0.98,2.14E-06,2.24,-12.077689
0.97,-3.19E-06,2.235,-12.076694
0.96,-3.95E-07,2.23,-12.076694
0.95,2.34E-07,2.225,-12.078686
0.94,-3.41E-06,2.22,-12.081674
0.93,2.12E-06,2.215,-12.082669
0.92,-3.75E-06,2.21,-12.081674
0.91,3.63E-07,2.205,-12.084661
0.9,-5.57E-07,2.2,-12.083666
0.89,-2.94E-06,2.195,-12.081674
0.88,1.90E-06,2.19,-12.079681
0.87,-4.05E-06,2.185,-12.082669
0.86,1.05E-06,2.18,-12.079681
0.85,-1.36E-06,2.175,-12.081674
0.84,-2.35E-06,2.17,-12.084661
0.83,1.56E-06,2.165,-12.08765
0.82,-4.15E-06,2.16,-12.086654
0.81,1.61E-06,2.155,-12.081674
0.8,-2.18E-06,2.15,-12.086654
0.79,-1.68E-06,2.145,-12.08765
0.78,1.10E-06,2.14,-12.083666
0.77,-4.02E-06,2.135,-12.082669
0.76,1.96E-06,2.13,-12.085658
0.75,-2.86E-06,2.125,-12.083666
0.74,-1.03E-06,2.12,-12.081674
0.73,6.34E-07,2.115,-12.083666
0.72,-3.79E-06,2.11,-12.083666
0.71,2.10E-06,2.105,-12.079681
0.7,-3.37E-06,2.1,-12.083666
0.69,-4.41E-07,2.095,-12.089642
0.68,1.81E-07,2.09,-12.091634
0.67,-3.54E-06,2.085,-12.086654
0.66,2.10E-06,2.08,-12.088646
0.65,-3.69E-06,2.075,-12.089642
0.64,5.51E-08,2.07,-12.090638
0.63,-2.32E-07,2.065,-12.091634
0.62,-3.27E-06,2.06,-12.093626
0.61,2.04E-06,2.055,-12.093626
0.6,-3.91E-06,2.05,-12.095618
0.59,4.74E-07,2.045,-12.094622
0.58,-6.38E-07,2.04,-12.09761
0.57,-3.00E-06,2.035,-12.095618
0.56,1.95E-06,2.03,-12.093626
0.55,-4.02E-06,2.025,-12.093626
0.54,7.33E-07,2.02,-12.098606
0.53,-8.85E-07,2.015,-12.09761
0.52,-2.82E-06,2.01,-12.093626
0.51,1.86E-06,2.005,-12.091634
0.5,-4.11E-06,2,-12.09263
0.49,9.61E-07,1.995,-12.093626
0.48,-1.12E-06,1.99,-12.090638
0.47,-2.67E-06,1.985,-12.090638
0.46,1.80E-06,1.98,-12.09263
0.45,-4.15E-06,1.975,-12.093626
0.44,1.10E-06,1.97,-12.094622
0.43,-1.28E-06,1.965,-12.098606
0.42,-2.59E-06,1.96,-12.094622
0.41,1.77E-06,1.955,-12.09263
0.4,-4.16E-06,1.95,-12.091634
0.39,1.16E-06,1.945,-12.094622
0.38,-1.36E-06,1.94,-12.093626
0.37,-2.56E-06,1.935,-12.091634
0.36,1.75E-06,1.93,-12.091634
0.35,-4.17E-06,1.925,-12.093626
0.34,1.16E-06,1.92,-12.089642
0.33,-1.30E-06,1.915,-12.089642
0.32,-2.61E-06,1.91,-12.090638
0.31,1.79E-06,1.905,-12.088646
0.3,-4.17E-06,1.9,-12.090638
0.29,1.09E-06,1.895,-12.094622
0.28,-1.22E-06,1.89,-12.093626
0.27,-2.69E-06,1.885,-12.091634
0.26,1.84E-06,1.88,-12.091634
0.25,-4.12E-06,1.875,-12.093626
0.24,9.50E-07,1.87,-12.098606
0.23,-1.06E-06,1.865,-12.096614
0.22,-2.81E-06,1.86,-12.09761
0.21,1.89E-06,1.855,-12.098606
0.2,-4.09E-06,1.85,-12.099602
0.19,7.72E-07,1.845,-12.100598
0.18,-8.45E-07,1.84,-12.09761
0.17,-2.92E-06,1.835,-12.100598
0.16,1.94E-06,1.83,-12.101594
0.15,-4.05E-06,1.825,-12.100598
0.14,6.33E-07,1.82,-12.102591
0.13,-6.82E-07,1.815,-12.101594
0.12,-3.09E-06,1.81,-12.099602
0.11,2.02E-06,1.805,-12.094622
0.1,-3.93E-06,1.8,-12.095618
0.09,3.71E-07,1.795,-12.094622
0.08,-4.48E-07,1.79,-12.095618
0.07,-3.21E-06,1.785,-12.09263
0.06,2.05E-06,1.78,-12.094622
0.05,-3.89E-06,1.775,-12.096614
0.04,2.08E-07,1.77,-12.093626
0.03,-2.70E-07,1.765,-12.090638
0.02,-3.33E-06,1.76,-12.089642
0.01,2.07E-06,1.755,-12.088646
0,-3.84E-06,1.75,-12.088646
,,1.745,-12.089642
,,1.74,-12.088646
,,1.735,-12.088646
,,1.73,-12.086654
,,1.725,-12.08765
,,1.72,-12.089642
,,1.715,-12.088646
,,1.71,-12.088646
,,1.705,-12.093626
,,1.7,-12.094622
,,1.695,-12.094622
,,1.69,-12.093626
,,1.685,-12.095618
,,1.68,-12.09263
,,1.675,-12.093626
,,1.67,-12.095618
,,1.665,-12.093626
,,1.66,-12.090638
,,1.655,-12.090638
,,1.65,-12.089642
,,1.645,-12.088646
,,1.64,-12.088646
,,1.635,-12.086654
,,1.63,-12.08765
,,1.625,-12.09263
,,1.62,-12.091634
,,1.615,-12.090638
,,1.61,-12.091634
,,1.605,-12.093626
,,1.6,-12.094622
,,1.595,-12.093626
,,1.59,-12.095618
,,1.585,-12.095618
,,1.58,-12.09263
,,1.575,-12.09263
,,1.57,-12.093626
,,1.565,-12.089642
,,1.56,-12.088646
,,1.555,-12.09263
,,1.55,-12.095618
,,1.545,-12.09263
,,1.54,-12.088646
,,1.535,-12.090638
,,1.53,-12.090638
,,1.525,-12.086654
,,1.52,-12.086654
,,1.515,-12.086654
,,1.51,-12.086654
,,1.505,-12.086654
,,1.5,-12.091634
,,1.495,-12.086654
,,1.49,-12.089642
,,1.485,-12.095618
,,1.48,-12.095618
,,1.475,-12.09761
,,1.47,-12.095618
,,1.465,-12.09761
,,1.46,-12.095618
,,1.455,-12.096614
,,1.45,-12.095618
,,1.445,-12.098606
,,1.44,-12.098606
,,1.435,-12.09761
,,1.43,-12.098606
,,1.425,-12.100598
,,1.42,-12.095618
,,1.415,-12.094622
,,1.41,-12.093626
,,1.405,-12.095618
,,1.4,-12.09263
,,1.395,-12.09263
,,1.39,-12.094622
,,1.385,-12.094622
,,1.38,-12.09761
,,1.375,-12.095618
,,1.37,-12.098606
,,1.365,-12.099602
,,1.36,-12.101594
,,1.355,-12.100598
,,1.35,-12.100598
,,1.345,-12.096614
,,1.34,-12.098606
,,1.335,-12.101594
,,1.33,-12.100598
,,1.325,-12.100598
,,1.32,-12.100598
,,1.315,-12.101594
,,1.31,-12.101594
,,1.305,-12.101594
,,1.3,-12.101594
,,1.295,-12.099602
,,1.29,-12.100598
,,1.285,-12.099602
,,1.28,-12.103586
,,1.275,-12.099602
,,1.27,-12.099602
,,1.265,-12.100598
,,1.26,-12.100598
,,1.255,-12.101594
,,1.25,-12.100598
,,1.245,-12.103586
,,1.24,-12.106573
,,1.235,-12.110558
,,1.23,-12.109561
,,1.225,-12.106573
,,1.22,-12.106573
,,1.215,-12.109561
,,1.21,-12.107569
,,1.205,-12.107569
,,1.2,-12.105578
,,1.195,-12.107569
,,1.19,-12.105578
,,1.185,-12.105578
,,1.18,-12.103586
,,1.175,-12.102591
,,1.17,-12.101594
,,1.165,-12.107569
,,1.16,-12.107569
,,1.155,-12.107569
,,1.15,-12.103586
,,1.145,-12.105578
,,1.14,-12.103586
,,1.135,-12.104582
,,1.13,-12.104582
,,1.125,-12.104582
,,1.12,-12.103586
,,1.115,-12.105578
,,1.11,-12.100598
,,1.105,-12.09761
,,1.1,-12.096614
,,1.095,-12.095618
,,1.09,-12.101594
,,1.085,-12.102591
,,1.08,-12.102591
,,1.075,-12.101594
,,1.07,-12.101594
,,1.065,-12.103586
,,1.06,-12.105578
,,1.055,-12.107569
,,1.05,-12.108565
,,1.045,-12.107569
,,1.04,-12.108565
,,1.035,-12.109561
,,1.03,-12.110558
,,1.025,-12.107569
,,1.02,-12.108565
,,1.015,-12.110558
,,1.01,-12.113545
,,1.005,-12.110558
,,1,-12.107569
,,0.995,-12.111553
,,0.99,-12.107569
,,0.985,-12.108565
,,0.98,-12.109561
,,0.975,-12.109561
,,0.97,-12.107569
,,0.965,-12.110558
,,0.96,-12.111553
,,0.955,-12.109561
,,0.95,-12.105578
,,0.945,-12.107569
,,0.94,-12.109561
,,0.935,-12.109561
,,0.93,-12.106573
,,0.925,-12.107569
,,0.92,-12.109561
,,0.915,-12.105578
,,0.91,-12.106573
,,0.905,-12.107569
,,0.9,-12.105578
,,0.895,-12.106573
,,0.89,-12.108565
,,0.885,-12.109561
,,0.88,-12.107569
,,0.875,-12.103586
,,0.87,-12.108565
,,0.865,-12.109561
,,0.86,-12.108565
,,0.855,-12.110558
,,0.85,-12.110558
,,0.845,-12.107569
,,0.84,-12.105578
,,0.835,-12.102591
,,0.83,-12.098606
,,0.825,-12.100598
,,0.82,-12.103586
,,0.815,-12.105578
,,0.81,-12.107569
,,0.805,-12.103586
,,0.8,-12.105578
,,0.795,-12.105578
,,0.79,-12.105578
,,0.785,-12.107569
,,0.78,-12.109561
,,0.775,-12.110558
,,0.77,-12.109561
,,0.765,-12.107569
,,0.76,-12.107569
,,0.755,-12.105578
,,0.75,-12.103586
,,0.745,-12.106573
,,0.74,-12.107569
,,0.735,-12.108565
,,0.73,-12.107569
,,0.725,-12.107569
,,0.72,-12.110558
,,0.715,-12.108565
,,0.71,-12.105578
,,0.705,-12.107569
,,0.7,-12.111553
,,0.695,-12.112549
,,0.69,-12.114541
,,0.685,-12.116533
,,0.68,-12.112549
,,0.675,-12.114541
,,0.67,-12.114541
,,0.665,-12.117529
,,0.66,-12.114541
,,0.655,-12.115538
,,0.65,-12.114541
,,0.645,-12.113545
,,0.64,-12.112549
,,0.635,-12.112549
,,0.63,-12.112549
,,0.625,-12.112549
,,0.62,-12.113545
,,0.615,-12.115538
,,0.61,-12.110558
,,0.605,-12.107569
,,0.6,-12.107569
,,0.595,-12.107569
,,0.59,-12.107569
,,0.585,-12.109561
,,0.58,-12.107569
,,0.575,-12.107569
,,0.57,-12.107569
,,0.565,-12.106573
,,0.56,-12.107569
,,0.555,-12.109561
,,0.55,-12.105578
,,0.545,-12.110558
,,0.54,-12.109561
,,0.535,-12.107569
,,0.53,-12.106573
,,0.525,-12.108565
,,0.52,-12.103586
,,0.515,-12.102591
,,0.51,-12.103586
,,0.505,-12.103586
,,0.5,-12.101594
,,0.495,-12.101594
,,0.49,-12.103586
,,0.485,-12.101594
,,0.48,-12.100598
,,0.475,-12.101594
,,0.47,-12.103586
,,0.465,-12.105578
,,0.46,-12.109561
,,0.455,-12.109561
,,0.45,-12.111553
,,0.445,-12.113545
,,0.44,-12.112549
,,0.435,-12.115538
,,0.43,-12.115538
,,0.425,-12.112549
,,0.42,-12.113545
,,0.415,-12.114541
,,0.41,-12.114541
,,0.405,-12.112549
,,0.4,-12.112549
,,0.395,-12.119521
,,0.39,-12.118526
,,0.385,-12.111553
,,0.38,-12.112549
,,0.375,-12.112549
,,0.37,-12.109561
,,0.365,-12.107569
,,0.36,-12.110558
,,0.355,-12.107569
,,0.35,-12.107569
,,0.345,-12.110558
,,0.34,-12.112549
,,0.335,-12.111553
,,0.33,-12.109561
,,0.325,-12.110558
,,0.32,-12.113545
,,0.315,-12.113545
,,0.31,-12.114541
,,0.305,-12.117529
,,0.3,-12.116533
,,0.295,-12.112549
,,0.29,-12.110558
,,0.285,-12.112549
,,0.28,-12.110558
,,0.275,-12.110558
,,0.27,-12.112549
,,0.265,-12.114541
,,0.26,-12.112549
,,0.255,-12.114541
,,0.25,-12.116533
,,0.245,-12.117529
,,0.24,-12.117529
,,0.235,-12.119521
,,0.23,-12.119521
,,0.225,-12.119521
,,0.22,-12.117529
,,0.215,-12.118526
,,0.21,-12.117529
,,0.205,-12.114541
,,0.2,-12.110558
,,0.195,-12.111553
,,0.19,-12.112549
,,0.185,-12.111553
,,0.18,-12.108565
,,0.175,-12.106573
,,0.17,-12.109561
,,0.165,-12.107569
,,0.16,-12.109561
,,0.155,-12.112549
,,0.15,-12.114541
,,0.145,-12.115538
,,0.14,-12.115538
,,0.135,-12.115538
,,0.13,-12.118526
,,0.125,-12.115538
,,0.12,-12.117529
,,0.115,-12.118526
,,0.11,-12.116533
,,0.105,-12.114541
,,0.1,-12.112549
,,0.095,-12.112549
,,0.09,-12.111553
,,0.085,-12.107569
,,0.08,-12.107569
,,0.075,-12.110558
,,0.07,-12.112549
,,0.065,-12.109561
,,0.06,-12.106573
,,0.055,-12.104582
,,0.05,-12.106573
,,0.045,-12.107569
,,0.04,-12.106573
,,0.035,-12.105578
,,0.03,-12.105578
,,0.025,-12.105578
,,0.02,-12.104582
,,0.015,-12.104582
,,0.01,-12.104582
,,0.005,-12.107569
,,0,-12.109561
,,-0.005,-12.112549
,,-0.01,-12.111553
,,-0.015,-12.114541
,,-0.02,-12.117529
,,-0.025,-12.117529
,,-0.03,-12.120518
,,-0.035,-12.124501
,,-0.04,-12.12251
,,-0.045,-12.12251
,,-0.05,-12.124501
,,-0.055,-12.120518
,,-0.06,-12.120518
,,-0.065,-12.119521
,,-0.07,-12.117529
,,-0.075,-12.119521
,,-0.08,-12.118526
,,-0.085,-12.117529
,,-0.09,-12.116533
,,-0.095,-12.115538
,,-0.1,-12.112549
,,-0.105,-12.114541
,,-0.11,-12.117529
,,-0.115,-12.114541
,,-0.12,-12.112549
,,-0.125,-12.110558
,,-0.13,-12.114541
,,-0.135,-12.113545
,,-0.14,-12.110558
,,-0.145,-12.113545
,,-0.15,-12.114541
,,-0.155,-12.112549
,,-0.16,-12.116533
,,-0.165,-12.118526
,,-0.17,-12.115538
,,-0.175,-12.115538
,,-0.18,-12.119521
,,-0.185,-12.119521
,,-0.19,-12.118526
,,-0.195,-12.117529
,,-0.2,-12.124501
